"No.","Time","Source","Destination","Protocol","Length","SAC, System Area Code","SIC, System Identification Code","Service Identification","LAT, Latitude, [\302\260]","LON, Longitude, [\302\260]","Target Address","Time of Message Reception for Position, [s]","Geometric Height, [ft]","NUCRNACV, Navigation Uncertainty Category for Velocity NUCr or the Navigation Accuracy Category for Velocity NACv","NUCPNIC, Navigation Uncertainty Category for Position NUCp or Navigation Integrity Category NIC","NICBARO, Navigation Integrity Category for Barometric Altitude","SIL, Surveillance (version 1) or Source (version 2) Integrity Level","NACP, Navigation Accuracy Category for Position","SILS, SIL-Supplement","SDA, Horizontal Position System Design Assurance Level (as Defined in Version 2)","GVA, Geometric Altitude Accuracy","PIC, Position Integrity Category","SRC, Source of the PIC","VN, Version Number","LTT, Link Technology Type","MODE3A, Mode-3/A Reply in Octal Representation","Flight Level, [FL]","BVR, Barometric Vertical Rate, [ft/min]","Target Identification","GS, Ground Speed Referenced to WGS-84, [NM/s]","TA, Track Angle Clockwise Reference to True North, [\302\260]","Emitter Category","ALT, Altitude, [ft]","Message Amplitude, [dBm]","Info"
"504","2025-10-15 05:29:09.337538Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","9.891128540039062","99.31464672088623","0x880c4b","19193.6328125","40400","1","8","1","3","8","Measured per flight-hour","3","1","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2186","380.25","0","AIQ3225 ","0.1329345703125","193.1671142578125","75000 lbs < medium a/c < 300000 lbs","26025","-87",""
"505","2025-10-15 05:29:09.352900Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","4.938483238220215","102.96204328536987","0x88510e","19193.640625","40375","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1213","380","-62.5","THA404  ","0.13482666015625","332.11669921875","300000 lbs <= heavy aircraft","38025","-80",""
"506","2025-10-15 05:29:09.441106Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","6.432816982269287","99.68421220779419","0x76b44b","19193.7265625","31125","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3190","292.5","1150","SIA727  ","0.13494873046875","141.85546875","75000 lbs < medium a/c < 300000 lbs","33000","-70",""
"507","2025-10-15 05:29:09.476851Z","10.41.201.3","224.41.192.32","ASTERIX","120","0x84","0x33","0x0a","9.36058759689331","100.66982746124268","0x7020b2","19193.765625","39325","1","0","1","3","0","Measured per flight-hour","2","1","","","ED102A/DO-260B [Ref. 10]","1090 ES","2509","370","0","UBG315  ","0.12884521484375","152.9351806640625","75000 lbs < medium a/c < 300000 lbs","37000","-86",""
"508","2025-10-15 05:29:09.733391Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","7.2118377685546875","100.59813737869263","0x885972","19194.0234375","7075","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2372","68.25","-706.25","TVJ324  ","0.08587646484375","182.2247314453125","75000 lbs < medium a/c < 300000 lbs","3000","-62",""
"509","2025-10-15 05:29:09.820074Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","9.06445026397705","101.37754440307617","0x88044d","19194.1015625","31725","0","6","0","0","0","Measured per flight-hour","0","0","10","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","297","","AIQ4252 ","0.12237548828125","171.7767333984375","No ADS-B Emitter Category Information","","-79",""
"510","2025-10-15 05:29:10.000237Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","6.705114841461182","102.15347528457642","0x50038e","19194.2890625","45400","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1319","430","","T7NEX   ","0.13275146484375","343.839111328125","75000 lbs < medium a/c < 300000 lbs","43000","-75",""
"511","2025-10-15 05:29:10.010422Z","10.41.201.3","224.41.192.32","ASTERIX","97","0x84","0x33","0x0a","6.936342716217041","100.39525508880615","0xadf025","19194.296875","","0","8","0","0","10","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","DO-260A [Ref. 8]","1090 ES","","","","SITEMON ","","","Surface service vehicle","","-34",""
"512","2025-10-15 05:29:10.020710Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","6.8242692947387695","100.49829483032227","0x880458","19194.3046875","28600","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","267.5","","AIQ323  ","0.120849609375","178.8134765625","No ADS-B Emitter Category Information","","-68",""
"513","2025-10-15 05:29:10.136121Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","5.3089070320129395","102.82052993774414","0x780457","19194.421875","36225","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1198","340.25","62.5","CES5082 ","0.12841796875","329.4415283203125","75000 lbs < medium a/c < 300000 lbs","34025","-86",""
"514","2025-10-15 05:29:10.244531Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","5.300431251525879","102.74916172027588","0x75021d","19194.53125","38325","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","360","","MAS755  ","0.1300048828125","208.3172607421875","No ADS-B Emitter Category Information","","-79",""
"515","2025-10-15 05:29:10.280381Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","8.577618598937988","101.30759239196777","0x781dd7","19194.5625","37250","1","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","855","350","62.5","CCA403  ","0.1287841796875","195.3863525390625","75000 lbs < medium a/c < 300000 lbs","35000","-77",""
"516","2025-10-15 05:29:10.849698Z","10.41.201.3","224.41.192.32","ASTERIX","120","0x84","0x33","0x0a","7.3333740234375","100.96948385238647","0x8855ed","19195.140625","5275","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","498","51.75","-62.5","HSUOM   ","0.03973388671875","67.379150390625","Rotocraft","5025","-76",""
"517","2025-10-15 05:29:10.953329Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","10.161151885986328","101.41043901443481","0x899115","19195.2421875","38300","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1428","360","0","CAL731  ","0.134033203125","243.2757568359375","75000 lbs < medium a/c < 300000 lbs","36000","-87",""
"518","2025-10-15 05:29:11.062042Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","7.146971225738525","100.3425121307373","0x7502d9","19195.3515625","36200","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1104","340","0","MXD164  ","0.1260986328125","359.6209716796875","75000 lbs < medium a/c < 300000 lbs","34025","-79",""
"519","2025-10-15 05:29:11.118577Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","8.988103866577148","98.96209716796875","0x885301","19195.40625","18525","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","174","","THA207  ","0.1126708984375","206.817626953125","No ADS-B Emitter Category Information","","-82",""
"520","2025-10-15 05:29:11.164650Z","10.41.201.3","224.41.192.32","ASTERIX","118","0x84","0x33","0x0a","10.545952320098877","101.62977933883667","0x880852","19195.4453125","36150","2","8","1","2","8","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","DO-260A [Ref. 8]","1090 ES","1170","340","","AIQ513  ","0.12225341796875","336.9891357421875","75000 lbs < medium a/c < 300000 lbs","34000","-87",""
"521","2025-10-15 05:29:11.515290Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","8.063879013061523","101.56259536743164","0x76b863","19195.796875","35175","4","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3168","330","0","TGW625  ","0.13385009765625","167.288818359375","75000 lbs < medium a/c < 300000 lbs","33000","-76",""
"522","2025-10-15 05:29:11.521362Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","5.490696430206299","102.07676410675049","0x7500e4","19195.8046875","23525","0","6","0","0","0","Measured per flight-hour","0","0","10","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","222","","AXM6991 ","0.115966796875","186.1907958984375","No ADS-B Emitter Category Information","","-85",""
"523","2025-10-15 05:29:11.569663Z","10.41.201.3","224.41.192.32","ASTERIX","103","0x84","0x33","0x0a","10.138556957244873","99.28482055664062","0x88596e","19195.859375","38300","2","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","360","","","0.1336669921875","201.7144775390625","","","-88",""
"524","2025-10-15 05:29:11.600406Z","10.41.201.3","224.41.192.32","ASTERIX","120","0x84","0x33","0x0a","8.221549987792969","101.02606773376465","0x76d101","19195.890625","30300","4","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3197","285.25","1218.75","TGW643  ","0.12127685546875","151.85302734375","75000 lbs < medium a/c < 300000 lbs","31000","-74",""
"525","2025-10-15 05:29:11.610735Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","7.2342610359191895","102.22166776657104","0x8a091f","19195.8984375","36225","1","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3667","340.25","0","BTK7631 ","0.12677001953125","354.08935546875","75000 lbs < medium a/c < 300000 lbs","34025","-73",""
"526","2025-10-15 05:29:11.852099Z","10.41.201.3","224.41.192.32","ASTERIX","99","0x84","0x33","0x0a","6.935741901397705","100.39360284805298","0x880c4c","19196.140625","","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","","","AIQ308  ","","","No ADS-B Emitter Category Information","","-38",""
"527","2025-10-15 05:29:11.867558Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","9.3143892288208","101.42419338226318","0x8830e9","19196.1484375","37275","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","350","","TLM268  ","0.1292724609375","174.2047119140625","No ADS-B Emitter Category Information","","-77",""
"528","2025-10-15 05:29:12.053856Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","8.848843574523926","100.80473184585571","0x76b448","19196.3359375","39300","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3853","370","0","SIA761  ","0.127197265625","153.8250732421875","75000 lbs < medium a/c < 300000 lbs","37000","-77",""
"529","2025-10-15 05:29:12.136745Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","4.737575054168701","99.97303247451782","0x8a0817","19196.4140625","13200","1","8","1","3","8","Measured per flight-hour","2","1","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3556","126","-962.5","LNI138  ","0.09173583984375","39.473876953125","75000 lbs < medium a/c < 300000 lbs","7000","-85",""
"530","2025-10-15 05:29:12.302248Z","10.41.201.3","224.41.192.32","ASTERIX","118","0x84","0x33","0x0a","8.49367618560791","100.58444738388062","0x8880e8","19196.5859375","33000","2","8","1","2","8","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","DO-260A [Ref. 8]","1090 ES","510","310","","VJC808  ","0.1204833984375","29.1082763671875","75000 lbs < medium a/c < 300000 lbs","31000","-79",""
"531","2025-10-15 05:29:12.516006Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","7.799413204193115","100.34661054611206","0x704009","19196.8046875","38200","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1123","360","0","MMA502  ","0.12445068359375","1.2799072265625","75000 lbs < medium a/c < 300000 lbs","36000","-73",""
"532","2025-10-15 05:29:12.556848Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","6.6896867752075195","102.2567081451416","0x8832ba","19196.84375","40400","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","380","","TLM101  ","0.12451171875","354.2376708984375","No ADS-B Emitter Category Information","","-79",""
"533","2025-10-15 05:29:12.644711Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","9.856281280517578","100.61322212219238","0x7502b0","19196.9296875","37225","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","350","","MAS785  ","0.13372802734375","182.26318359375","No ADS-B Emitter Category Information","","-81",""
"534","2025-10-15 05:29:12.731758Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","10.081522464752197","100.60195684432983","0x8832b0","19197.015625","35075","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","330","","TLM708  ","0.1319580078125","181.4447021484375","No ADS-B Emitter Category Information","","-87",""
"535","2025-10-15 05:29:12.793518Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","9.241454601287842","99.3853497505188","0x789292","19197.078125","30375","2","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3176","285.5","381.25","CPA770  ","0.1280517578125","9.9920654296875","75000 lbs < medium a/c < 300000 lbs","35000","-88",""
"536","2025-10-15 05:29:12.942728Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","8.715505599975586","100.3672742843628","0x75053f","19197.2265625","40325","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1124","380","0","MAS788  ","0.12420654296875","1.2799072265625","75000 lbs < medium a/c < 300000 lbs","38025","-87",""
"537","2025-10-15 05:29:13.063237Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","6.269803047180176","102.06946849822998","0x702034","19197.3515625","39325","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2505","370","0","BBC584  ","0.13201904296875","155.643310546875","75000 lbs < medium a/c < 300000 lbs","37000","-78",""
"538","2025-10-15 05:29:13.125742Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","8.364307880401611","99.10627126693726","0x880452","19197.4140625","22300","0","6","0","0","0","Measured per flight-hour","0","0","10","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","210.25","","AIQ9161 ","0.10687255859375","69.774169921875","No ADS-B Emitter Category Information","","-78",""
"539","2025-10-15 05:29:13.130985Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","8.579399585723877","99.15742635726929","0x8832d0","19197.4140625","15500","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","147.5","","TLM807  ","0.1046142578125","3.4991455078125","No ADS-B Emitter Category Information","","-82",""
"540","2025-10-15 05:29:13.333297Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","7.654767036437988","98.80041360855103","0x8015c1","19197.6171875","36175","1","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2128","340","0","AIC2146 ","0.12835693359375","313.1597900390625","75000 lbs < medium a/c < 300000 lbs","34025","-80",""
"541","2025-10-15 05:29:13.598845Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","6.425349712371826","99.69002723693848","0x76b44b","19197.8828125","31175","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3190","293.25","1150","SIA727  ","0.13494873046875","141.85546875","75000 lbs < medium a/c < 300000 lbs","33000","-71",""
"542","2025-10-15 05:29:13.609101Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","9.056768417358398","101.37866020202637","0x88044d","19197.8984375","31675","0","6","0","0","0","Measured per flight-hour","0","0","10","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","296.75","","AIQ4252 ","0.1220703125","171.76025390625","No ADS-B Emitter Category Information","","-80",""
"543","2025-10-15 05:29:13.700347Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","4.947109222412109","102.95751571655273","0x88510e","19197.984375","40375","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1213","380","0","THA404  ","0.13482666015625","332.11669921875","300000 lbs <= heavy aircraft","38025","-81",""
"544","2025-10-15 05:29:13.843703Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","6.713161468505859","102.15115785598755","0x50038e","19198.125","45400","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1319","430","","T7NEX   ","0.13250732421875","343.80615234375","75000 lbs < medium a/c < 300000 lbs","43000","-76",""
"545","2025-10-15 05:29:13.974874Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","7.205829620361328","100.5978798866272","0x885972","19198.2578125","7025","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2372","67.75","-706.25","TVJ324  ","0.0850830078125","182.2467041015625","75000 lbs < medium a/c < 300000 lbs","3000","-62",""
